Variant,Sent,Opened,Clicked
C4,8/13/13 14:28,0,0
H2,8/13/13 14:28,8/14/13 9:46,0
A3,8/13/13 14:28,8/13/13 22:41,8/13/13 22:54
F1,8/13/13 14:28,8/13/13 14:29,0
B1,8/13/13 14:28,0,0
A2,8/13/13 14:28,8/13/13 14:34,0
E4,8/13/13 14:28,0,0
A1,8/13/13 14:28,0,0
B3,8/13/13 14:28,0,0
H4,8/13/13 14:28,0,0
D4,8/13/13 14:28,0,0
H2,8/13/13 14:28,0,0
B1,8/13/13 14:28,0,0
A4,8/13/13 14:28,8/14/13 14:53,8/26/13 17:45
E3,8/13/13 14:28,0,0
G1,8/13/13 14:28,0,0
F1,8/13/13 14:28,8/13/13 15:47,0
A4,8/13/13 14:28,0,0
H4,8/13/13 14:28,0,0
D1,8/13/13 14:28,0,0
B4,8/13/13 14:28,8/13/13 15:06,0
F2,8/13/13 14:28,8/13/13 15:55,0
D3,8/13/13 14:28,0,0
E4,8/13/13 14:28,0,0
F4,8/13/13 14:28,0,0
H3,8/13/13 14:28,8/13/13 14:38,0
G1,8/13/13 14:28,8/14/13 19:57,0
E3,8/13/13 14:28,0,0
D1,8/13/13 14:28,0,0
C1,8/13/13 14:28,0,0
G3,8/13/13 14:28,0,0
D2,8/13/13 14:28,0,0
A1,8/13/13 14:28,8/13/13 17:42,0
B3,8/13/13 14:28,0,0
G2,8/13/13 14:28,8/31/13 5:54,0
G4,8/13/13 14:28,8/14/13 13:43,0
H2,8/13/13 14:28,0,0
E2,8/13/13 14:28,8/13/13 15:51,0
D2,8/13/13 14:28,0,0
E4,8/13/13 14:28,8/14/13 6:29,0
F2,8/13/13 14:28,8/13/13 15:57,0
G2,8/13/13 14:28,0,0
A4,8/13/13 14:28,8/14/13 11:37,0
H2,8/13/13 14:28,8/13/13 15:45,0
A2,8/13/13 14:28,8/14/13 13:19,0
H4,8/13/13 14:28,0,0
E1,8/13/13 14:28,0,0
E1,8/13/13 14:28,0,0
F3,8/13/13 14:28,8/19/13 16:28,0
A1,8/13/13 14:28,0,0
C1,8/13/13 14:28,8/13/13 18:12,0
G2,8/13/13 14:28,0,0
B4,8/13/13 14:28,8/13/13 20:19,0
F2,8/13/13 14:28,0,0
E3,8/13/13 14:28,8/23/13 5:00,0
E1,8/13/13 14:28,8/14/13 4:26,0
G3,8/13/13 14:28,0,0
H4,8/13/13 14:28,8/13/13 14:30,0
F2,8/13/13 14:28,8/13/13 16:55,0
D1,8/13/13 14:28,8/14/13 8:00,0
F3,8/13/13 14:28,0,0
C2,8/13/13 14:28,8/13/13 14:42,0
B4,8/13/13 14:28,0,0
A2,8/13/13 14:28,8/14/13 13:38,0
E3,8/13/13 14:28,0,0
B1,8/13/13 14:28,0,0
H4,8/13/13 14:28,0,0
H4,8/13/13 14:28,8/13/13 15:11,0
E1,8/13/13 14:28,0,0
D4,8/13/13 14:28,0,0
A1,8/13/13 14:28,0,0
H1,8/13/13 14:28,0,0
E1,8/13/13 14:28,0,0
G4,8/13/13 14:28,0,0
A4,8/13/13 14:28,0,0
E1,8/13/13 14:28,8/13/13 15:23,0
A4,8/13/13 14:28,8/13/13 16:07,0
A2,8/13/13 14:28,8/14/13 5:14,0
A3,8/13/13 14:28,0,0
H2,8/13/13 14:28,0,0
B2,8/13/13 14:28,8/14/13 7:49,0
H1,8/13/13 14:28,0,0
F3,8/13/13 14:28,0,0
B1,8/13/13 14:28,8/14/13 12:03,0
F1,8/13/13 14:28,8/13/13 14:32,0
G4,8/13/13 14:28,0,0
G1,8/13/13 14:28,8/13/13 14:50,0
A2,8/13/13 14:28,0,0
E3,8/13/13 14:28,0,0
H4,8/13/13 14:28,8/13/13 16:02,0
E3,8/13/13 14:28,0,0
B1,8/13/13 14:28,0,0
H3,8/13/13 14:28,0,0
D2,8/13/13 14:28,0,0
F2,8/13/13 14:28,8/13/13 14:51,0
A2,8/13/13 14:28,8/13/13 15:59,0
G2,8/13/13 14:28,0,0
B4,8/13/13 14:28,0,0
C2,8/13/13 14:28,8/13/13 14:28,0
E4,8/13/13 14:28,0,0
C2,8/13/13 14:28,0,0
A3,8/13/13 14:28,0,0
D2,8/13/13 14:28,0,0
A2,8/13/13 14:28,0,0
B3,8/13/13 14:28,0,0
F3,8/13/13 14:28,8/13/13 18:11,0
B2,8/13/13 14:28,8/13/13 15:17,0
A2,8/13/13 14:28,8/14/13 0:34,0
F1,8/13/13 14:28,0,0
B3,8/13/13 14:28,0,0
B2,8/13/13 14:28,0,0
B1,8/13/13 14:28,8/14/13 6:16,0
B1,8/13/13 14:28,0,0
F4,8/13/13 14:28,8/13/13 21:18,0
C1,8/13/13 14:28,0,0
H2,8/13/13 14:28,8/14/13 10:19,0
H4,8/13/13 14:28,0,0
B2,8/13/13 14:28,0,0
H4,8/13/13 14:28,0,0
G1,8/13/13 14:28,8/13/13 14:35,0
C4,8/13/13 14:28,0,0
F4,8/13/13 14:28,0,0
B2,8/13/13 14:28,8/13/13 14:41,0
G3,8/13/13 14:28,8/14/13 10:31,8/14/13 10:31
F2,8/13/13 14:28,0,0
G1,8/13/13 14:28,0,0
D4,8/13/13 14:28,8/13/13 21:10,0
D4,8/13/13 14:28,8/13/13 14:42,0
G3,8/13/13 14:28,0,0
H1,8/13/13 14:28,8/13/13 16:51,0
H1,8/13/13 14:28,0,0
E2,8/13/13 14:28,8/13/13 15:19,0
G1,8/13/13 14:28,0,0
E2,8/13/13 14:28,8/13/13 14:42,0
G3,8/13/13 14:28,0,0
C4,8/13/13 14:28,0,0
G3,8/13/13 14:28,0,0
A2,8/13/13 14:28,8/13/13 14:50,0
B3,8/13/13 14:28,0,0
C2,8/13/13 14:28,0,0
A3,8/13/13 14:28,0,0
B3,8/13/13 14:28,0,0
G3,8/13/13 14:28,0,0
F2,8/13/13 14:28,0,0
A4,8/13/13 14:28,0,0
E3,8/13/13 14:28,0,0
A3,8/13/13 14:28,0,0
A3,8/13/13 14:28,0,0
D1,8/13/13 14:28,8/13/13 18:04,0
C3,8/13/13 14:28,0,0
C4,8/13/13 14:28,8/13/13 17:27,0
C3,8/13/13 14:28,0,0
E2,8/13/13 14:28,0,0
H1,8/13/13 14:28,0,0
E4,8/13/13 14:28,0,0
F1,8/13/13 14:28,0,0
D3,8/13/13 14:28,0,0
A2,8/13/13 14:28,8/13/13 14:34,0
G3,8/13/13 14:28,8/13/13 16:47,8/13/13 16:47
C2,8/13/13 14:28,0,0
D1,8/13/13 14:28,8/13/13 18:50,0
B2,8/13/13 14:28,0,0
C1,8/13/13 14:28,0,0
E3,8/13/13 14:28,0,0
G2,8/13/13 14:28,0,0
D1,8/13/13 14:28,8/13/13 15:34,0
F4,8/13/13 14:28,0,0
D1,8/13/13 14:28,0,0
D3,8/13/13 14:28,8/14/13 13:16,0
B3,8/13/13 14:28,0,0
H1,8/13/13 14:28,0,0
D2,8/13/13 14:28,0,0
E1,8/13/13 14:28,0,0
D1,8/13/13 14:28,0,0
B3,8/13/13 14:28,0,0
F4,8/13/13 14:28,8/14/13 10:16,0
E3,8/13/13 14:28,8/13/13 16:12,0
D3,8/13/13 14:28,0,0
G1,8/13/13 14:28,8/13/13 14:32,0
B4,8/13/13 14:28,0,0
H3,8/13/13 14:28,0,0
D2,8/13/13 14:28,8/13/13 14:46,0
F4,8/13/13 14:28,0,0
C2,8/13/13 14:28,8/13/13 16:57,0
A3,8/13/13 14:28,0,0
H3,8/13/13 14:28,0,0
G3,8/13/13 14:28,0,0
C2,8/13/13 14:28,0,0
A4,8/13/13 14:28,0,0
F3,8/13/13 14:28,0,0
A3,8/13/13 14:28,8/13/13 16:46,0
B1,8/13/13 14:28,8/13/13 14:59,0
E4,8/13/13 14:28,8/13/13 14:30,0
E4,8/13/13 14:28,8/13/13 14:29,0
G4,8/13/13 14:28,0,0
A3,8/13/13 14:28,0,0
H1,8/13/13 14:28,0,0
D3,8/13/13 14:28,0,0
B3,8/13/13 14:28,8/13/13 14:29,0
E2,8/13/13 14:28,0,0
C2,8/13/13 14:28,8/15/13 0:57,8/15/13 0:58
B4,8/13/13 14:28,0,0
C3,8/13/13 14:28,8/13/13 17:01,8/14/13 15:22
D4,8/13/13 14:28,0,0
D1,8/13/13 14:28,0,0
A3,8/13/13 14:28,0,0
A1,8/13/13 14:28,8/13/13 16:34,0
E2,8/13/13 14:28,0,0
A3,8/13/13 14:28,0,0
E3,8/13/13 14:28,0,0
F3,8/13/13 14:28,0,0
B1,8/13/13 14:28,8/13/13 14:42,0
B4,8/13/13 14:28,0,0
C1,8/13/13 14:28,0,0
B2,8/13/13 14:28,8/15/13 6:39,0
E4,8/13/13 14:28,0,0
D4,8/13/13 14:28,0,0
H1,8/13/13 14:28,8/13/13 22:13,0
H1,8/13/13 14:28,8/14/13 10:16,0
F1,8/13/13 14:28,0,0
C4,8/13/13 14:28,0,0
H1,8/13/13 14:28,0,0
A3,8/13/13 14:28,0,0
B2,8/13/13 14:28,0,0
F2,8/13/13 14:28,0,0
A2,8/13/13 14:28,0,0
G3,8/13/13 14:28,0,0
G4,8/13/13 14:28,0,0
A3,8/13/13 14:28,0,0
G4,8/13/13 14:28,0,0
B4,8/13/13 14:28,0,0
D3,8/13/13 14:28,0,0
B2,8/13/13 14:28,0,0
H4,8/13/13 14:28,8/13/13 16:14,0
D2,8/13/13 14:28,0,0
H2,8/13/13 14:28,0,0
F4,8/13/13 14:28,8/13/13 14:37,0
F2,8/13/13 14:28,0,0
G1,8/13/13 14:28,0,0
C4,8/13/13 14:28,0,0
E4,8/13/13 14:28,0,0
B1,8/13/13 14:28,8/17/13 11:05,0
H2,8/13/13 14:28,0,0
F3,8/13/13 14:28,0,0
G3,8/13/13 14:28,8/13/13 14:49,8/13/13 14:49
D3,8/13/13 14:28,0,0
C1,8/13/13 14:28,8/13/13 19:52,0
E4,8/13/13 14:28,0,0
D3,8/13/13 14:28,0,0
H3,8/13/13 14:28,0,0
H2,8/13/13 14:28,0,0
A1,8/13/13 14:28,0,0
B4,8/13/13 14:28,0,0
C2,8/13/13 14:28,0,0
H4,8/13/13 14:28,0,0
D4,8/13/13 14:28,0,0
A4,8/13/13 14:28,0,0
C4,8/13/13 14:28,0,0
A1,8/13/13 14:28,0,0
G1,8/13/13 14:28,0,0
G3,8/13/13 14:28,8/13/13 17:37,0
F3,8/13/13 14:28,0,0
C1,8/13/13 14:28,0,0
G3,8/13/13 14:28,0,0
B4,8/13/13 14:28,0,0
G2,8/13/13 14:28,0,0
B1,8/13/13 14:28,0,0
E2,8/13/13 14:28,0,0
F4,8/13/13 14:28,8/19/13 15:57,0
C3,8/13/13 14:28,0,0
B2,8/13/13 14:28,0,0
A2,8/13/13 14:28,8/14/13 4:12,0
G4,8/13/13 14:28,0,0
H1,8/13/13 14:28,8/13/13 17:46,0
H4,8/13/13 14:28,0,0
D4,8/13/13 14:28,0,0
A4,8/13/13 14:28,0,0
A2,8/13/13 14:28,8/13/13 16:00,0
B3,8/13/13 14:28,8/13/13 15:12,0
D1,8/13/13 14:28,0,0
F1,8/13/13 14:28,0,0
H1,8/13/13 14:28,0,0
D3,8/13/13 14:28,0,0
D1,8/13/13 14:28,0,0
B1,8/13/13 14:28,8/13/13 14:35,0
E4,8/13/13 14:28,8/13/13 21:43,0
F4,8/13/13 14:28,0,0
A1,8/13/13 14:28,0,0
G3,8/13/13 14:28,0,0
B3,8/13/13 14:28,0,0
B3,8/13/13 14:28,0,0
C4,8/13/13 14:28,0,0
A2,8/13/13 14:28,0,0
G4,8/13/13 14:28,0,0
H2,8/13/13 14:28,0,0
D4,8/13/13 14:28,0,0
E4,8/13/13 14:28,0,0
G4,8/13/13 14:28,0,0
C2,8/13/13 14:28,0,0
D4,8/13/13 14:28,0,0
C1,8/13/13 14:28,0,0
G1,8/13/13 14:28,8/25/13 18:38,0
G4,8/13/13 14:28,0,0
H1,8/13/13 14:28,8/13/13 15:02,0
A2,8/13/13 14:28,0,0
D1,8/13/13 14:28,0,0
C4,8/13/13 14:28,0,0
G4,8/13/13 14:28,0,0
F3,8/13/13 14:28,8/13/13 20:57,0
D4,8/13/13 14:28,0,0
A1,8/13/13 14:28,0,0
H3,8/13/13 14:28,0,0
F3,8/13/13 14:28,8/13/13 14:35,0
F2,8/13/13 14:28,0,0
C1,8/13/13 14:28,0,0
G4,8/13/13 14:28,0,0
A3,8/13/13 14:28,0,0
D2,8/13/13 14:28,0,0
A2,8/13/13 14:28,0,0
D4,8/13/13 14:28,8/13/13 14:29,0
C2,8/13/13 14:28,8/13/13 22:58,0
F2,8/13/13 14:28,0,0
G2,8/13/13 14:28,0,0
H3,8/13/13 14:28,8/13/13 15:15,0
C4,8/13/13 14:28,0,0
E4,8/13/13 14:28,0,0
E2,8/13/13 14:28,0,0
D3,8/13/13 14:28,0,0
E1,8/13/13 14:28,0,0
G2,8/13/13 14:28,0,0
A1,8/13/13 14:28,0,0
A4,8/13/13 14:28,0,0
A3,8/13/13 14:28,0,0
G2,8/13/13 14:28,0,0
E1,8/13/13 14:28,8/13/13 16:05,0
B3,8/13/13 14:28,0,0
B1,8/13/13 14:28,0,0
A1,8/13/13 14:28,0,0
B3,8/13/13 14:28,8/14/13 5:51,0
F3,8/13/13 14:28,0,0
H1,8/13/13 14:28,0,0
E4,8/13/13 14:28,8/14/13 9:12,0
H2,8/13/13 14:28,0,0
A1,8/13/13 14:28,0,8/16/13 8:08
A4,8/13/13 14:28,0,0
G3,8/13/13 14:28,0,0
F4,8/13/13 14:28,8/13/13 17:21,0
G1,8/13/13 14:28,0,0
D2,8/13/13 14:28,0,0
D3,8/13/13 14:28,0,0
F2,8/13/13 14:28,0,0
G2,8/13/13 14:28,0,0
E2,8/13/13 14:28,0,0
C3,8/13/13 14:28,8/14/13 4:24,0
D4,8/13/13 14:28,0,0
E2,8/13/13 14:28,0,0
C1,8/13/13 14:28,8/14/13 9:12,8/14/13 9:12
H4,8/13/13 14:28,8/13/13 14:29,0
B2,8/13/13 14:28,0,0
H1,8/13/13 14:28,8/14/13 11:59,0
E2,8/13/13 14:28,8/13/13 15:49,0
B2,8/13/13 14:28,8/13/13 18:46,0
A4,8/13/13 14:28,8/13/13 17:47,0
B3,8/13/13 14:28,0,0
F1,8/13/13 14:28,8/13/13 16:54,0
E2,8/13/13 14:28,8/13/13 18:19,8/13/13 18:19
E3,8/13/13 14:28,0,0
G3,8/13/13 14:28,0,0
E4,8/13/13 14:28,0,0
G3,8/13/13 14:28,0,0
D3,8/13/13 14:28,8/13/13 14:40,0
B2,8/13/13 14:28,0,0
G4,8/13/13 14:28,8/14/13 2:26,0
F1,8/13/13 14:28,0,0
A3,8/13/13 14:28,0,0
D3,8/13/13 14:28,8/13/13 14:32,0
H4,8/13/13 14:28,8/13/13 21:11,0
G4,8/13/13 14:28,8/13/13 19:05,0
E3,8/13/13 14:28,8/13/13 16:01,0
A3,8/13/13 14:28,0,0
E4,8/13/13 14:28,8/14/13 8:08,0
C4,8/13/13 14:28,8/13/13 14:43,0
E4,8/13/13 14:28,0,0
F3,8/13/13 14:28,0,0
A4,8/13/13 14:28,8/13/13 14:44,0
F1,8/13/13 14:28,0,0
B3,8/13/13 14:28,0,0
D4,8/13/13 14:28,0,0
C1,8/13/13 14:28,8/14/13 18:20,8/14/13 18:21
C3,8/13/13 14:28,0,0
B4,8/13/13 14:28,8/13/13 18:45,0
B3,8/13/13 14:28,8/13/13 22:45,8/13/13 22:45
E1,8/13/13 14:28,0,0
H1,8/13/13 14:28,0,0
B4,8/13/13 14:28,0,0
A2,8/13/13 14:28,0,0
A3,8/13/13 14:28,0,0
H2,8/13/13 14:28,0,0
C4,8/13/13 14:28,8/13/13 15:39,0
B3,8/13/13 14:28,0,0
E1,8/13/13 14:28,8/14/13 18:55,0
B3,8/13/13 14:28,8/14/13 6:17,0
C2,8/13/13 14:28,8/13/13 14:30,0
G3,8/13/13 14:28,0,0
H2,8/13/13 14:28,0,0
H2,8/13/13 14:28,0,0
B3,8/13/13 14:28,0,0
F4,8/13/13 14:28,0,0
A2,8/13/13 14:28,0,0
E4,8/13/13 14:28,0,0
F3,8/13/13 14:28,0,0
G3,8/13/13 14:28,0,0
E2,8/13/13 14:28,0,0
E4,8/13/13 14:28,0,0
F1,8/13/13 14:28,0,0
C1,8/13/13 14:28,0,0
A3,8/13/13 14:28,8/13/13 15:18,0
A2,8/13/13 14:28,0,0
A1,8/13/13 14:28,0,0
A2,8/13/13 14:28,0,0
G1,8/13/13 14:28,0,0
E3,8/13/13 14:28,0,0
H2,8/13/13 14:28,8/13/13 17:02,0
G1,8/13/13 14:28,0,0
D4,8/13/13 14:28,0,0
B4,8/13/13 14:28,0,0
A2,8/13/13 14:28,0,0
A1,8/13/13 14:28,0,0
A3,8/13/13 14:28,8/16/13 18:20,0
F3,8/13/13 14:28,0,0
C3,8/13/13 14:28,0,0
A2,8/13/13 14:28,0,0
D2,8/13/13 14:28,0,0
D2,8/13/13 14:28,0,0
E1,8/13/13 14:28,8/13/13 15:16,0
A4,8/13/13 14:28,0,0
E4,8/13/13 14:28,8/13/13 14:31,0
B1,8/13/13 14:28,0,0
G4,8/13/13 14:28,0,0
D2,8/13/13 14:28,0,0
G2,8/13/13 14:28,0,0
C1,8/13/13 14:28,0,0
G1,8/13/13 14:28,0,0
C3,8/13/13 14:28,8/13/13 19:31,0
F3,8/13/13 14:28,0,0
G2,8/13/13 14:28,0,0
A4,8/13/13 14:28,0,0
A1,8/13/13 14:28,0,0
G2,8/13/13 14:28,8/13/13 20:12,8/13/13 20:13
C1,8/13/13 14:28,0,0
E4,8/13/13 14:28,9/3/13 17:52,0
A1,8/13/13 14:28,0,0
F1,8/13/13 14:28,0,0
B1,8/13/13 14:28,0,0
D3,8/13/13 14:28,0,0
A2,8/13/13 14:28,0,0
F2,8/13/13 14:28,0,0
C2,8/13/13 14:28,0,0
D1,8/13/13 14:28,0,0
D3,8/13/13 14:28,0,0
A4,8/13/13 14:28,0,0
C2,8/13/13 14:28,0,0
C4,8/13/13 14:28,8/13/13 14:37,0
A4,8/13/13 14:28,0,0
G2,8/13/13 14:28,0,0
A4,8/13/13 14:28,0,0
A4,8/13/13 14:28,0,0
H3,8/13/13 14:28,8/14/13 7:37,0
D3,8/13/13 14:28,0,0
E4,8/13/13 14:28,8/13/13 14:32,0
G4,8/13/13 14:28,0,0
H4,8/13/13 14:28,0,0
G2,8/13/13 14:28,0,0
E1,8/13/13 14:28,0,0
H2,8/13/13 14:28,0,0
G3,8/13/13 14:28,0,0
C4,8/13/13 14:28,0,0
E1,8/13/13 14:28,8/13/13 17:16,0
G4,8/13/13 14:29,0,0
D2,8/13/13 14:29,8/14/13 5:01,0
B4,8/13/13 14:29,0,0
H3,8/13/13 14:29,8/14/13 3:16,0
G2,8/13/13 14:29,8/13/13 18:17,0
C4,8/13/13 14:29,8/13/13 15:18,8/13/13 15:19
C2,8/13/13 14:29,0,0
D4,8/13/13 14:29,0,0
C2,8/13/13 14:29,0,0
B4,8/13/13 14:29,8/13/13 14:39,0
D3,8/13/13 14:29,0,0
D2,8/13/13 14:29,8/13/13 15:20,0
A1,8/13/13 14:29,0,0
A1,8/13/13 14:29,0,0
D4,8/13/13 14:29,0,0
B2,8/13/13 14:29,0,0
G1,8/13/13 14:29,0,0
D2,8/13/13 14:29,0,0
A3,8/13/13 14:29,0,0
H4,8/13/13 14:29,0,0
D4,8/13/13 14:29,0,0
F4,8/13/13 14:29,0,0
A1,8/13/13 14:29,0,0
B2,8/13/13 14:29,8/13/13 18:53,0
E1,8/13/13 14:29,8/13/13 18:01,0
D2,8/13/13 14:29,0,0
B2,8/13/13 14:29,0,0
H3,8/13/13 14:29,0,0
H4,8/13/13 14:29,8/13/13 21:24,0
A4,8/13/13 14:29,0,0
C2,8/13/13 14:29,0,0
F3,8/13/13 14:29,0,0
H1,8/13/13 14:29,0,0
F2,8/13/13 14:29,0,0
A3,8/13/13 14:29,0,0
H2,8/13/13 14:29,8/14/13 1:00,0
F3,8/13/13 14:29,8/13/13 14:56,0
F4,8/13/13 14:29,0,0
D4,8/13/13 14:29,0,0
B3,8/13/13 14:29,0,0
B1,8/13/13 14:29,0,0
A4,8/13/13 14:29,8/13/13 14:56,0
E2,8/13/13 14:29,0,0
C1,8/13/13 14:29,8/13/13 15:44,0
C1,8/13/13 14:29,0,0
C1,8/13/13 14:29,0,0
G2,8/13/13 14:29,0,0
D2,8/13/13 14:29,0,0
H4,8/13/13 14:29,8/13/13 16:38,0
F2,8/13/13 14:29,0,0
E4,8/13/13 14:29,0,0
F3,8/13/13 14:29,8/13/13 17:08,0
C2,8/13/13 14:29,8/13/13 14:31,0
D3,8/13/13 14:29,0,0
C4,8/13/13 14:29,0,0
B4,8/13/13 14:29,0,0
H3,8/13/13 14:29,8/23/13 18:56,8/23/13 18:57
A4,8/13/13 14:29,0,0
C2,8/13/13 14:29,0,0
D4,8/13/13 14:29,8/13/13 18:47,0
G1,8/13/13 14:29,8/13/13 14:41,0
E3,8/13/13 14:29,0,0
G3,8/13/13 14:29,0,0
F2,8/13/13 14:29,0,0
G2,8/13/13 14:29,8/13/13 17:14,0
G4,8/13/13 14:29,8/15/13 7:36,8/15/13 7:37
D2,8/13/13 14:29,8/13/13 15:33,0
G4,8/13/13 14:29,0,0
A4,8/13/13 14:29,0,0
E1,8/13/13 14:29,0,0
D1,8/13/13 14:29,8/14/13 20:19,0
E4,8/13/13 14:29,0,0
F2,8/13/13 14:29,0,0
F3,8/13/13 14:29,8/13/13 19:47,0
A1,8/13/13 14:29,8/13/13 14:53,0
A2,8/13/13 14:29,0,0
B3,8/13/13 14:29,8/13/13 14:47,0
H4,8/13/13 14:29,8/13/13 15:08,0
E1,8/13/13 14:29,0,0
F2,8/13/13 14:29,0,0
A4,8/13/13 14:29,8/13/13 17:24,0
F1,8/13/13 14:29,0,0
B1,8/13/13 14:29,0,0
G2,8/13/13 14:29,8/13/13 20:23,0
C2,8/13/13 14:29,0,0
A4,8/13/13 14:29,8/13/13 14:49,0
H1,8/13/13 14:29,0,0
F3,8/13/13 14:29,8/13/13 16:30,0
H1,8/13/13 14:29,0,0
C2,8/13/13 14:29,8/13/13 14:29,0
D2,8/13/13 14:29,0,0
D1,8/13/13 14:29,8/14/13 11:52,0
B4,8/13/13 14:29,8/13/13 14:33,0
A4,8/13/13 14:29,0,0
B2,8/13/13 14:29,0,0
D1,8/13/13 14:29,0,0
A3,8/13/13 14:29,0,0
B1,8/13/13 14:29,0,0
C2,8/13/13 14:29,0,0
F1,8/13/13 14:29,0,0
D2,8/13/13 14:29,0,0
B2,8/13/13 14:29,0,0
D2,8/13/13 14:29,0,0
C4,8/13/13 14:29,0,0
F3,8/13/13 14:29,8/13/13 14:30,0
H3,8/13/13 14:29,0,0
D1,8/13/13 14:29,0,0
C3,8/13/13 14:29,0,0
H4,8/13/13 14:29,0,0
A1,8/13/13 14:29,8/13/13 16:58,0
G4,8/13/13 14:29,0,0
F4,8/13/13 14:29,0,0
H2,8/13/13 14:29,0,0
F3,8/13/13 14:29,0,0
D4,8/13/13 14:29,0,0
F4,8/13/13 14:29,8/13/13 15:08,0
C3,8/13/13 14:29,0,0
D4,8/13/13 14:29,8/13/13 18:18,0
C1,8/13/13 14:29,0,0
G1,8/13/13 14:29,0,0
E2,8/13/13 14:29,0,0
D4,8/13/13 14:29,0,0
A2,8/13/13 14:29,0,0
B3,8/13/13 14:29,8/13/13 14:35,0
A4,8/13/13 14:29,0,0
G2,8/13/13 14:29,8/13/13 14:32,0
A4,8/13/13 14:29,8/13/13 14:37,0
E1,8/13/13 14:29,8/13/13 16:37,8/13/13 16:38
F2,8/13/13 14:29,0,0
F3,8/13/13 14:29,8/13/13 21:28,0
F1,8/13/13 14:29,0,0
A3,8/13/13 14:29,0,0
G4,8/13/13 14:29,0,0
G2,8/13/13 14:29,0,0
C3,8/13/13 14:29,8/14/13 3:40,0
C1,8/13/13 14:29,0,0
G1,8/13/13 14:29,0,0
E2,8/13/13 14:29,0,0
A1,8/13/13 14:29,0,0
A4,8/13/13 14:29,0,0
B3,8/13/13 14:29,0,0
G1,8/13/13 14:29,8/13/13 14:29,0
H1,8/13/13 14:29,0,0
A2,8/13/13 14:29,0,0
C4,8/13/13 14:29,0,0
H1,8/13/13 14:29,8/13/13 15:32,0
A3,8/13/13 14:29,0,0
H1,8/13/13 14:29,8/13/13 15:03,0
C1,8/13/13 14:29,8/13/13 15:37,0
G3,8/13/13 14:29,0,0
C3,8/13/13 14:29,0,0
F4,8/13/13 14:29,8/13/13 19:52,8/13/13 19:52
G4,8/13/13 14:29,0,0
E2,8/13/13 14:29,0,0
D1,8/13/13 14:29,0,0
D3,8/13/13 14:29,0,0
H3,8/13/13 14:29,0,0
A1,8/13/13 14:29,8/13/13 14:34,0
G1,8/13/13 14:29,8/13/13 18:48,0
G4,8/13/13 14:29,0,0
F2,8/13/13 14:29,0,0
H2,8/13/13 14:29,0,0
E1,8/13/13 14:29,8/13/13 21:50,8/13/13 21:51
A1,8/13/13 14:29,0,0
E2,8/13/13 14:29,0,0
E2,8/13/13 14:29,8/13/13 15:55,0
G3,8/13/13 14:29,8/13/13 19:58,0
A4,8/13/13 14:29,0,0
H2,8/13/13 14:29,0,0
B1,8/13/13 14:29,0,0
G3,8/13/13 14:29,8/13/13 15:02,0
C3,8/13/13 14:29,8/13/13 14:52,0
E2,8/13/13 14:29,0,0
D1,8/13/13 14:29,8/14/13 11:04,0
B4,8/13/13 14:29,0,0
E2,8/13/13 14:29,8/13/13 21:02,8/13/13 21:02
C1,8/13/13 14:29,0,0
B3,8/13/13 14:29,0,0
G1,8/13/13 14:29,8/13/13 15:24,0
B2,8/13/13 14:29,8/13/13 14:31,8/13/13 14:31
E3,8/13/13 14:29,8/17/13 12:08,0
G4,8/13/13 14:29,8/13/13 14:55,0
D2,8/13/13 14:29,0,0
A3,8/13/13 14:29,0,0
H3,8/13/13 14:29,8/13/13 15:26,0
E2,8/13/13 14:29,8/13/13 15:49,0
E1,8/13/13 14:29,0,0
E4,8/13/13 14:29,0,0
A4,8/13/13 14:29,0,0
E2,8/13/13 14:29,0,0
B1,8/13/13 14:29,0,0
A2,8/13/13 14:29,0,0
B1,8/13/13 14:29,0,0
B1,8/13/13 14:29,8/13/13 15:03,0
D2,8/13/13 14:29,8/13/13 15:42,0
C1,8/13/13 14:29,8/13/13 15:09,0
H4,8/13/13 14:29,0,0
E4,8/13/13 14:29,0,0
D1,8/13/13 14:29,0,0
F2,8/13/13 14:29,0,0
F1,8/13/13 14:29,8/13/13 14:30,0
B4,8/13/13 14:29,8/15/13 9:26,0
H2,8/13/13 14:29,0,0
D4,8/13/13 14:29,0,0
A4,8/13/13 14:29,0,0
F1,8/13/13 14:29,0,0
D2,8/13/13 14:29,0,0
A1,8/13/13 14:29,0,0
D3,8/13/13 14:29,0,0
D2,8/13/13 14:29,0,0
B1,8/13/13 14:29,0,0
F1,8/13/13 14:29,0,0
B4,8/13/13 14:29,8/14/13 6:20,0
E4,8/13/13 14:29,0,0
A2,8/13/13 14:29,0,0
H1,8/13/13 14:29,0,0
G4,8/13/13 14:29,0,0
C1,8/13/13 14:29,8/13/13 16:57,0
A3,8/13/13 14:29,8/13/13 17:34,0
D2,8/13/13 14:29,0,0
F1,8/13/13 14:29,8/15/13 10:12,0
B1,8/13/13 14:29,0,0
E1,8/13/13 14:29,0,0
E2,8/13/13 14:29,0,0
B3,8/13/13 14:29,0,0
F1,8/13/13 14:29,0,0
B4,8/13/13 14:29,8/13/13 15:28,0
B2,8/13/13 14:29,0,0
B3,8/13/13 14:29,8/13/13 14:41,0
C3,8/13/13 14:29,0,0
A2,8/13/13 14:29,8/13/13 14:53,0
F3,8/13/13 14:29,0,0
